angle_deg	RPM300	RPM500	RPM700	RPM900
5.3500000000e+01	4.1536605864e-06	1.9248774936e-06	5.4581188120e-06	1.6226803005e-06
5.4000000000e+01	3.9026171464e-06	4.0677582115e-06	3.6088329683e-07	2.8013059685e-06
5.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.5000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.5500000000e+01	1.0497863921e-06	1.5968468563e-07	4.7818256706e-06	4.1504602190e-06
5.6000000000e+01	5.2881429280e-06	1.1891260564e-06	3.2914831062e-06	4.3511369591e-06
5.6500000000e+01	4.8962481969e-07	1.6563544344e-06	2.7981853337e-06	6.1375441501e-06
5.7000000000e+01	5.6631681557e-07	3.1722986715e-06	1.2641506358e-06	5.0099865336e-07
5.7500000000e+01	5.8952097926e-06	6.3031040161e-06	3.6359089089e-07	3.3964970680e-06
5.8000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.9000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5.9500000000e+01	4.0507978323e-07	5.5035732378e-06	6.6920079737e-06	2.4402749658e-06
6.0000000000e+01	5.0342034452e-07	8.2855685157e-07	3.5946078198e-06	2.1817954598e-06
6.0500000000e+01	1.9320521927e-06	3.6526373709e-06	5.2495694902e-06	2.9901544617e-06
6.1000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.1500000000e+01	5.0305230354e-06	5.9774979886e-06	1.1050331230e-06	3.0885112274e-06
6.2000000000e+01	5.9021687254e-06	4.8016243157e-06	5.8364469244e-06	2.2024181212e-06
6.2500000000e+01	1.7611610606e-06	4.2254975737e-06	1.7913920098e-06	6.5005699141e-06
6.3000000000e+01	2.2945858784e-06	3.5750734243e-06	2.7336140599e-06	4.4427714555e-06
6.3500000000e+01	5.6422741212e-06	2.8604598533e-06	6.6384435152e-06	1.9405459740e-06
6.4000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.4500000000e+01	3.9051937660e-06	5.0892561169e-06	3.3872413850e-06	4.6969673366e-06
6.5000000000e+01	7.9302393236e-07	1.6707927077e-08	4.5594468936e-06	4.5642447562e-07
6.5500000000e+01	4.0315792783e-06	1.9001417098e-06	4.7888423037e-06	6.0705988140e-06
6.6000000000e+01	4.1603638730e-07	6.9074293470e-06	5.4950398242e-06	4.9084993057e-06
6.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.7000000000e+01	5.3962947378e-06	4.7146890421e-06	4.0850263507e-06	1.2631735579e-06
6.7500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.8000000000e+01	6.0354066022e-06	6.4220481600e-06	2.4892668825e-06	1.8785686373e-06
6.8500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6.9000000000e+01	6.5751481272e-06	5.2465963439e-06	3.6245596151e-06	1.5862521290e-06
6.9500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.0000000000e+01	6.8211734070e-06	3.5698525041e-06	1.2028508700e-06	1.8465193004e-06
7.0500000000e+01	4.4904948448e-06	7.7758730879e-07	1.9139091278e-06	4.1702755480e-07
7.1000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.1500000000e+01	6.5825533065e-06	5.0203518471e-06	5.9207962126e-06	6.2548309817e-06
7.2000000000e+01	6.6620115228e-06	6.8909102804e-06	6.7945475943e-07	2.8660454951e-07
7.2500000000e+01	4.2737129599e-06	3.3517725707e-06	5.5683730042e-06	1.0064168667e-06
7.3000000000e+01	4.2661362432e-06	1.1651638223e-06	2.2216240800e-06	3.7965584237e-06
7.3500000000e+01	4.3114685918e-07	2.5050262076e-06	3.9284157712e-06	2.3407380657e-06
7.4000000000e+01	5.7998872015e-06	6.0442921320e-06	1.8899778594e-06	2.4849557457e-06
7.4500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.5000000000e+01	9.3075835140e-07	2.1097802452e-06	4.7386010373e-06	6.6953894528e-06
7.5500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.6000000000e+01	1.5028941339e-06	2.4897779353e-06	3.2743943984e-06	6.5552907034e-06
7.6500000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7.7000000000e+01	4.9899260613e-07	1.8043502588e-06	5.2668555786e-06	1.4115536568e-06
7.7500000000e+01	6.5936718480e-07	3.9659344207e-06	6.1462967330e-06	5.3468041889e-06
7.8000000000e+01	3.5733000470e-06	4.8494376444e-07	3.2961639217e-07	7.0332460372e-07
7.8500000000e+01	1.2728968208e-06	1.8008853298e-06	5.0293101119e-06	3.9550237714e-06
7.9000000000e+01	4.4577570538e-06	1.0267919524e-06	6.3900888250e-06	2.7272139747e-06
7.9500000000e+01	4.9636518689e-06	1.6907765052e-06	6.1790668971e-06	1.8404558242e-06
8.0000000000e+01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
